date,time,sample type,Sample,scan,location,gross weight,observor initials/notes,QAQC initials,notes
2021-02-03T00:00:00Z,1825,CC,15,8.0,3,655.96,JT,NT,NA
2021-02-03T00:00:00Z,1847,CC,15,8.0,6,653.1,JB,NT,NA
2021-02-03T00:00:00Z,1906,CC,15,8.0,9,651.07,DN,NT,NA
2021-02-03T00:00:00Z,1929,CC,15,8.0,12,648.4,JT,NT,NA
2021-02-03T00:00:00Z,1825,CC,16,8.0,3,658.68,JT,NT,NA
2021-02-03T00:00:00Z,1847,CC,16,8.0,6,655.8,JB,NT,NA
2021-02-03T00:00:00Z,1906,CC,16,8.0,9,653.74,DN,NT,NA
2021-02-03T00:00:00Z,1929,CC,16,8.0,12,651.5,JT,NT,NA
2021-02-03T00:00:00Z,2238,CC,1,12.0,3,605.31,NT,NT,NA
2021-02-03T00:00:00Z,2257,CC,1,12.0,6,602.5,JB,NT,NA
2021-02-03T00:00:00Z,2318,CC,1,12.0,9,600.47,DN,NT,NA
2021-02-03T00:00:00Z,2213,CC,1,12.0,12,607.5,JT,NT,NA
2021-02-03T00:00:00Z,2238,CC,2,12.0,3,646.65,NT,NT,NA
2021-02-03T00:00:00Z,2257,CC,2,12.0,6,644.1,JB,NT,NA
2021-02-03T00:00:00Z,2318,CC,2,12.0,9,642.45,DN,NT,NA
2021-02-03T00:00:00Z,2213,CC,2,12.0,12,648.8,JT,NT,NA
2021-02-03T00:00:00Z,2238,CC,3,12.0,3,646.15,NT,NT,NA
2021-02-03T00:00:00Z,2257,CC,3,12.0,6,643.4,JB,NT,NA
2021-02-03T00:00:00Z,2318,CC,3,12.0,9,641.6,DN,NT,NA
2021-02-03T00:00:00Z,2213,CC,3,12.0,12,648.7,JT,NT,NA
2021-02-03T00:00:00Z,2238,CC,4,12.0,3,623.85,NT,NT,NA
2021-02-03T00:00:00Z,2257,CC,4,12.0,6,621,JB,NT,NA
2021-02-03T00:00:00Z,2318,CC,4,12.0,9,619.15,DN,NT,NA
2021-02-03T00:00:00Z,2213,CC,4,12.0,12,626.3,JT,NT,NA
2021-02-03T00:00:00Z,2257,CC,5,12.0,3,595.18,NT,NT,NA
2021-02-03T00:00:00Z,2318,CC,5,12.0,6,592.5,JB,NT,NA
2021-02-03T00:00:00Z,2213,CC,5,12.0,9,599.8,DN,NT,NA
2021-02-03T00:00:00Z,2238,CC,5,12.0,12,596.7,JT,NT,NA
2021-02-03T00:00:00Z,2257,CC,6,12.0,3,585.93,NT,NT,NA
2021-02-03T00:00:00Z,2318,CC,6,12.0,6,583.4,JB,NT,NA
2021-02-03T00:00:00Z,2213,CC,6,12.0,9,589.7,DN,NT,NA
2021-02-03T00:00:00Z,2238,CC,6,12.0,12,587.6,JT,NT,NA
2021-02-03T00:00:00Z,2257,CC,7,12.0,3,615.61,NT,NT,NA
2021-02-03T00:00:00Z,2318,CC,7,12.0,6,613.1,JB,NT,NA
2021-02-03T00:00:00Z,2213,CC,7,12.0,9,620.3,DN,NT,NA
2021-02-03T00:00:00Z,2238,CC,7,12.0,12,617.6,JT,NT,NA
2021-02-03T00:00:00Z,2257,CC,8,12.0,3,589.15,NT,NT,NA
2021-02-03T00:00:00Z,2318,CC,8,12.0,6,586.3,JB,NT,NA
2021-02-03T00:00:00Z,2213,CC,8,12.0,9,594,DN,NT,NA
2021-02-03T00:00:00Z,2238,CC,8,12.0,12,591.3,JT,NT,NA
2021-02-03T00:00:00Z,2314,CC,9,12.0,3,560.04,NT,NT,NA
2021-02-03T00:00:00Z,2213,CC,9,12.0,6,565.8,JB,NT,NA
2021-02-03T00:00:00Z,2238,CC,9,12.0,9,563.1,DN,NT,NA
2021-02-03T00:00:00Z,2257,CC,9,12.0,12,561.6,JT,NT,NA
2021-02-03T00:00:00Z,2314,CC,10,12.0,3,577.99,NT,NT,NA
2021-02-03T00:00:00Z,2213,CC,10,12.0,6,583.8,JB,NT,NA
2021-02-03T00:00:00Z,2238,CC,10,12.0,9,581.4,DN,NT,NA
2021-02-03T00:00:00Z,2257,CC,10,12.0,12,579.8,JT,NT,NA
2021-02-03T00:00:00Z,2314,CC,11,12.0,3,599.52,NT,NT,NA
2021-02-03T00:00:00Z,2213,CC,11,12.0,6,606.3,JB,NT,NA
2021-02-03T00:00:00Z,2238,CC,11,12.0,9,603.66,DN,NT,NA
2021-02-03T00:00:00Z,2257,CC,11,12.0,12,601.7,JT,NT,NA
2021-02-04T00:00:00Z,2314,CC,12,12.0,3,598.17,NT,NT,NA
2021-02-03T00:00:00Z,2213,CC,12,12.0,6,605.2,JB,NT,NA
2021-02-03T00:00:00Z,2238,CC,12,12.0,9,602.6,DN,NT,NA
2021-02-03T00:00:00Z,2257,CC,12,12.0,12,600.5,JT,NT,NA
2021-02-03T00:00:00Z,2213,CC,13,12.0,3,626.59,NT,NT,NA
2021-02-03T00:00:00Z,2238,CC,13,12.0,6,623.5,JB,NT,NA
2021-02-03T00:00:00Z,2257,CC,13,12.0,9,621.23,DN,NT,NA
2021-02-03T00:00:00Z,2318,CC,13,12.0,12,619.5,JT,NT,NA
2021-02-03T00:00:00Z,2213,CC,14,12.0,3,630.55,NT,NT,NA
2021-02-03T00:00:00Z,2238,CC,14,12.0,6,627.5,JB,NT,NA
2021-02-03T00:00:00Z,2257,CC,14,12.0,9,625.4,DN,NT,NA
2021-02-03T00:00:00Z,2318,CC,14,12.0,12,623.4,JT,NT,NA
2021-02-03T00:00:00Z,2213,CC,15,12.0,3,615.12,NT,NT,NA
2021-02-03T00:00:00Z,2238,CC,15,12.0,6,611.8,JB,NT,NA
2021-02-03T00:00:00Z,2257,CC,15,12.0,9,609.41,DN,NT,NA
2021-02-03T00:00:00Z,2318,CC,15,12.0,12,606.9,JT,NT,NA
